old_path,new_path,tracking,move_class,batch
docs/decisions/orca_audience_ballot_taxonomy_v0.md,docs/decisions/forseti_audience_ballot_taxonomy_v0.md,tracked,audience_ballot_taxonomy_filename_successor,forseti_audience_taxonomy_filename_migration_v0
docs/decisions/orca_audience_tier2a_base_rate_prior_table_v0.md,docs/decisions/forseti_audience_tier2a_base_rate_prior_table_v0.md,tracked,audience_tier2a_base_rate_prior_table_filename_successor,forseti_audience_taxonomy_filename_migration_v0
